TRADEDATE;OPEN;HIGH;LOW;CLOSE
11.09.2012;10908.5;10908.5;10908.5;10908.5
12.09.2012;10919.81;10919.81;10919.81;10919.81
13.09.2012;10890.57;10890.57;10890.57;10890.57
14.09.2012;11352.72;11352.72;11352.72;11352.72
17.09.2012;11327.23;11327.23;11327.23;11327.23
18.09.2012;11196.82;11196.82;11196.82;11196.82
19.09.2012;11098.48;11098.48;11098.48;11098.48
20.09.2012;11094.53;11094.53;11094.53;11094.53
21.09.2012;11041.26;11041.26;11041.26;11041.26
24.09.2012;10993.14;10993.14;10993.14;10993.14
25.09.2012;10950;10950;10950;10950
26.09.2012;10694.42;10694.42;10694.42;10694.42
27.09.2012;10728.72;10728.72;10728.72;10728.72
28.09.2012;10776.09;10776.09;10776.09;10776.09
01.10.2012;11005.53;11005.53;11005.53;11005.53
02.10.2012;10948.16;10948.16;10948.16;10948.16
03.10.2012;10873.94;10873.94;10873.94;10873.94
04.10.2012;10776.65;10776.65;10776.65;10776.65
05.10.2012;10928.36;10928.36;10928.36;10928.36
08.10.2012;10901.11;10901.11;10901.11;10901.11
09.10.2012;10904.34;10904.34;10904.34;10904.34
10.10.2012;10813.76;10813.76;10813.76;10813.76
11.10.2012;10830.64;10830.64;10830.64;10830.64
12.10.2012;10710.62;10710.62;10710.62;10710.62
15.10.2012;10696.57;10696.57;10696.57;10696.57
16.10.2012;10783.32;10783.32;10783.32;10783.32
17.10.2012;10904.2;10904.2;10904.2;10904.2
18.10.2012;10927.55;10927.55;10927.55;10927.55
19.10.2012;10814.26;10814.26;10814.26;10814.26
22.10.2012;10928.63;10928.63;10928.63;10928.63
23.10.2012;10797.37;10797.37;10797.37;10797.37
24.10.2012;10782.49;10782.49;10782.49;10782.49
25.10.2012;10750.55;10750.55;10750.55;10750.55
26.10.2012;10658.49;10658.49;10658.49;10658.49
29.10.2012;10638.68;10638.68;10638.68;10638.68
30.10.2012;10564.11;10564.11;10564.11;10564.11
31.10.2012;10565.61;10565.61;10565.61;10565.61
01.11.2012;10649.17;10649.17;10649.17;10649.17
02.11.2012;10711.39;10711.39;10711.39;10711.39
06.11.2012;10743.87;10743.87;10743.87;10743.87
07.11.2012;10563.27;10563.27;10563.27;10563.27
08.11.2012;10446.82;10446.82;10446.82;10446.82
09.11.2012;10400.25;10400.25;10400.25;10400.25
12.11.2012;10439.18;10439.18;10439.18;10439.18
13.11.2012;10181.68;10181.68;10181.68;10181.68
14.11.2012;10157.69;10157.69;10157.69;10157.69
15.11.2012;10291.38;10291.38;10291.38;10291.38
16.11.2012;10247.44;10247.44;10247.44;10247.44
19.11.2012;10356.56;10356.56;10356.56;10356.56
20.11.2012;10330.68;10330.68;10330.68;10330.68
21.11.2012;10394.77;10394.77;10394.77;10394.77
22.11.2012;10373.06;10373.06;10373.06;10373.06
23.11.2012;10427;10427;10427;10427
26.11.2012;10373.16;10373.16;10373.16;10373.16
27.11.2012;10300.2;10300.2;10300.2;10300.2
28.11.2012;10210.86;10210.86;10210.86;10210.86
29.11.2012;10260.47;10260.47;10260.47;10260.47
30.11.2012;10408.45;10408.45;10408.45;10408.45
03.12.2012;10494.47;10494.47;10494.47;10494.47
04.12.2012;10427.03;10427.03;10427.03;10427.03
05.12.2012;10607.91;10607.91;10607.91;10607.91
06.12.2012;10619.96;10619.96;10619.96;10619.96
07.12.2012;10652.25;10652.25;10652.25;10652.25
10.12.2012;10676.7;10676.7;10676.7;10676.7
11.12.2012;10696.05;10696.05;10696.05;10696.05
12.12.2012;10820.19;10820.19;10820.19;10820.19
13.12.2012;10775.63;10775.63;10775.63;10775.63
14.12.2012;10797.24;10797.24;10797.24;10797.24
17.12.2012;10872.83;10872.83;10872.83;10872.83
18.12.2012;10932.44;10932.44;10932.44;10932.44
19.12.2012;10951.25;10951.25;10951.25;10951.25
20.12.2012;11011.74;11011.74;11011.74;11011.74
21.12.2012;10971.04;10971.04;10971.04;10971.04
24.12.2012;10909.78;10909.78;10909.78;10909.78
25.12.2012;10946.15;10946.15;10946.15;10946.15
26.12.2012;10943.06;10943.06;10943.06;10943.06
27.12.2012;10932.66;10932.66;10932.66;10932.66
28.12.2012;10925.44;10925.44;10925.44;10925.44
08.01.2013;11187.38;11187.38;11187.38;11187.38
09.01.2013;11216.13;11216.13;11216.13;11216.13
10.01.2013;11145.79;11145.79;11145.79;11145.79
11.01.2013;11203.51;11203.51;11203.51;11203.51
14.01.2013;11303.95;11303.95;11303.95;11303.95
15.01.2013;11207.49;11207.49;11207.49;11207.49
16.01.2013;11164.21;11164.21;11164.21;11164.21
17.01.2013;11205.06;11205.06;11205.06;11205.06
18.01.2013;11326.66;11326.66;11326.66;11326.66
21.01.2013;11308.18;11308.18;11308.18;11308.18
22.01.2013;11219.1;11219.1;11219.1;11219.1
23.01.2013;11283.66;11283.66;11283.66;11283.66
24.01.2013;11268.51;11268.51;11268.51;11268.51
25.01.2013;11351.53;11351.53;11351.53;11351.53
28.01.2013;11477.01;11477.01;11477.01;11477.01
29.01.2013;11413.94;11413.94;11413.94;11413.94
30.01.2013;11399.54;11399.54;11399.54;11399.54
31.01.2013;11479.1;11479.1;11479.1;11479.1
01.02.2013;11400.9;11400.9;11400.9;11400.9
04.02.2013;11310.12;11310.12;11310.12;11310.12
05.02.2013;11321.38;11321.38;11321.38;11321.38
06.02.2013;11254.51;11254.51;11254.51;11254.51
07.02.2013;11221.04;11221.04;11221.04;11221.04
08.02.2013;11190.22;11190.22;11190.22;11190.22
11.02.2013;11147.62;11147.62;11147.62;11147.62
12.02.2013;11114.27;11114.27;11114.27;11114.27
13.02.2013;11285.67;11285.67;11285.67;11285.67
14.02.2013;11152.17;11152.17;11152.17;11152.17
15.02.2013;11062.33;11062.33;11062.33;11062.33
18.02.2013;11113.26;11113.26;11113.26;11113.26
19.02.2013;11227.2;11227.2;11227.2;11227.2
20.02.2013;11183.89;11183.89;11183.89;11183.89
21.02.2013;11068.87;11068.87;11068.87;11068.87
22.02.2013;11061.28;11061.28;11061.28;11061.28
25.02.2013;11117.65;11117.65;11117.65;11117.65
26.02.2013;10986.01;10986.01;10986.01;10986.01
27.02.2013;10989.1;10989.1;10989.1;10989.1
28.02.2013;11007.62;11007.62;11007.62;11007.62
01.03.2013;10895.08;10895.08;10895.08;10895.08
04.03.2013;10824.39;10824.39;10824.39;10824.39
05.03.2013;10966.03;10966.03;10966.03;10966.03
06.03.2013;11014.11;11014.11;11014.11;11014.11
07.03.2013;11000.43;11000.43;11000.43;11000.43
11.03.2013;11103.45;11103.45;11103.45;11103.45
12.03.2013;11083.65;11083.65;11083.65;11083.65
13.03.2013;11046.83;11046.83;11046.83;11046.83
14.03.2013;11057.28;11057.28;11057.28;11057.28
15.03.2013;10991.79;10991.79;10991.79;10991.79
18.03.2013;10784.37;10784.37;10784.37;10784.37
19.03.2013;10683.25;10683.25;10683.25;10683.25
20.03.2013;10749.41;10749.41;10749.41;10749.41
21.03.2013;10788.26;10788.26;10788.26;10788.26
22.03.2013;10657.48;10657.48;10657.48;10657.48
25.03.2013;10564.87;10564.87;10564.87;10564.87
26.03.2013;10486.83;10486.83;10486.83;10486.83
27.03.2013;10533.53;10533.53;10533.53;10533.53
28.03.2013;10585.97;10585.97;10585.97;10585.97
29.03.2013;10625.09;10625.09;10625.09;10625.09
01.04.2013;10545.08;10545.08;10545.08;10545.08
02.04.2013;10581.55;10581.55;10581.55;10581.55
03.04.2013;10560.35;10560.35;10560.35;10560.35
04.04.2013;10579.37;10579.37;10579.37;10579.37
05.04.2013;10491.17;10491.17;10491.17;10491.17
08.04.2013;10436.07;10436.07;10436.07;10436.07
09.04.2013;10569.05;10569.05;10569.05;10569.05
10.04.2013;10541.65;10541.65;10541.65;10541.65
11.04.2013;10382.01;10382.01;10382.01;10382.01
12.04.2013;10292.88;10292.88;10292.88;10292.88
15.04.2013;10067.71;10067.71;10067.71;10067.71
16.04.2013;10074.19;10074.19;10074.19;10074.19
17.04.2013;9954.89;9954.89;9954.89;9954.89
18.04.2013;9949.09;9949.09;9949.09;9949.09
19.04.2013;9955.38;9955.38;9955.38;9955.38
22.04.2013;9881.2;9881.2;9881.2;9881.2
23.04.2013;9962.01;9962.01;9962.01;9962.01
24.04.2013;10186.16;10186.16;10186.16;10186.16
25.04.2013;10115.23;10115.23;10115.23;10115.23
26.04.2013;10107.21;10107.21;10107.21;10107.21
29.04.2013;10033.14;10033.14;10033.14;10033.14
30.04.2013;10217.83;10217.83;10217.83;10217.83
02.05.2013;10178.84;10178.84;10178.84;10178.84
03.05.2013;10334.02;10334.02;10334.02;10334.02
06.05.2013;10377.63;10377.63;10377.63;10377.63
07.05.2013;10453.27;10453.27;10453.27;10453.27
08.05.2013;10520.61;10520.61;10520.61;10520.61
10.05.2013;10505.08;10505.08;10505.08;10505.08
13.05.2013;10457.35;10457.35;10457.35;10457.35
14.05.2013;10378.99;10378.99;10378.99;10378.99
15.05.2013;10244.68;10244.68;10244.68;10244.68
16.05.2013;10158.16;10158.16;10158.16;10158.16
17.05.2013;10313.48;10313.48;10313.48;10313.48
20.05.2013;10390.13;10390.13;10390.13;10390.13
21.05.2013;10449.24;10449.24;10449.24;10449.24
22.05.2013;10626.73;10626.73;10626.73;10626.73
23.05.2013;10288.44;10288.44;10288.44;10288.44
24.05.2013;10180.31;10180.31;10180.31;10180.31
27.05.2013;10158.08;10158.08;10158.08;10158.08
28.05.2013;10281.8;10281.8;10281.8;10281.8
29.05.2013;10006.73;10006.73;10006.73;10006.73
30.05.2013;10016.95;10016.95;10016.95;10016.95
31.05.2013;9952.8;9952.8;9952.8;9952.8
03.06.2013;9869.93;9869.93;9869.93;9869.93
04.06.2013;9886.66;9886.66;9886.66;9886.66
05.06.2013;9792.87;9792.87;9792.87;9792.87
06.06.2013;9733.76;9733.76;9733.76;9733.76
07.06.2013;9919.8;9919.8;9919.8;9919.8
10.06.2013;9849.85;9849.85;9849.85;9849.85
11.06.2013;9586.46;9586.46;9586.46;9586.46
13.06.2013;9436.53;9436.53;9436.53;9436.53
14.06.2013;9559.94;9559.94;9559.94;9559.94
17.06.2013;9735.97;9735.97;9735.97;9735.97
18.06.2013;9804.56;9804.56;9804.56;9804.56
19.06.2013;9711.21;9711.21;9711.21;9711.21
20.06.2013;9522.39;9522.39;9522.39;9522.39
21.06.2013;9535.21;9535.21;9535.21;9535.21
24.06.2013;9464.92;9464.92;9464.92;9464.92
25.06.2013;9530.55;9530.55;9530.55;9530.55
26.06.2013;9713.83;9713.83;9713.83;9713.83
27.06.2013;9650.14;9650.14;9650.14;9650.14
28.06.2013;9789.68;9789.68;9789.68;9789.68
01.07.2013;9832.25;9832.25;9832.25;9832.25
02.07.2013;9876.01;9876.01;9876.01;9876.01
03.07.2013;9835.45;9835.45;9835.45;9835.45
04.07.2013;9956.6;9956.6;9956.6;9956.6
05.07.2013;9907.48;9907.48;9907.48;9907.48
08.07.2013;9951.07;9951.07;9951.07;9951.07
09.07.2013;9931.12;9931.12;9931.12;9931.12
10.07.2013;9844.58;9844.58;9844.58;9844.58
11.07.2013;10125.34;10125.34;10125.34;10125.34
12.07.2013;10364.57;10364.57;10364.57;10364.57
15.07.2013;10402.96;10402.96;10402.96;10402.96
16.07.2013;10451.96;10451.96;10451.96;10451.96
17.07.2013;10618.37;10618.37;10618.37;10618.37
18.07.2013;10504.59;10504.59;10504.59;10504.59
19.07.2013;10541.29;10541.29;10541.29;10541.29
22.07.2013;10484.15;10484.15;10484.15;10484.15
23.07.2013;10499.5;10499.5;10499.5;10499.5
24.07.2013;10420.4;10420.4;10420.4;10420.4
25.07.2013;10381.34;10381.34;10381.34;10381.34
26.07.2013;10396.09;10396.09;10396.09;10396.09
29.07.2013;10351.24;10351.24;10351.24;10351.24
30.07.2013;10257.27;10257.27;10257.27;10257.27
31.07.2013;10170.13;10170.13;10170.13;10170.13
01.08.2013;10328.45;10328.45;10328.45;10328.45
02.08.2013;10281.75;10281.75;10281.75;10281.75
05.08.2013;10284.03;10284.03;10284.03;10284.03
06.08.2013;10118.1;10118.1;10118.1;10118.1
07.08.2013;10101.57;10101.57;10101.57;10101.57
08.08.2013;10090.07;10090.07;10090.07;10090.07
09.08.2013;10242.29;10242.29;10242.29;10242.29
12.08.2013;10281.66;10281.66;10281.66;10281.66
13.08.2013;10438.34;10438.34;10438.34;10438.34
14.08.2013;10566.43;10566.43;10566.43;10566.43
15.08.2013;10320.93;10320.93;10320.93;10320.93
16.08.2013;10236.96;10236.96;10236.96;10236.96
19.08.2013;10265.15;10265.15;10265.15;10265.15
20.08.2013;10243.1;10243.1;10243.1;10243.1
21.08.2013;10232.27;10232.27;10232.27;10232.27
22.08.2013;10376.14;10376.14;10376.14;10376.14
23.08.2013;10351.11;10351.11;10351.11;10351.11
26.08.2013;10380.59;10380.59;10380.59;10380.59
27.08.2013;10292.98;10292.98;10292.98;10292.98
28.08.2013;10378.34;10378.34;10378.34;10378.34
29.08.2013;10394.36;10394.36;10394.36;10394.36
30.08.2013;10353.92;10353.92;10353.92;10353.92
02.09.2013;10383.13;10383.13;10383.13;10383.13
03.09.2013;10438.26;10438.26;10438.26;10438.26
04.09.2013;10448.54;10448.54;10448.54;10448.54
05.09.2013;10825.74;10825.74;10825.74;10825.74
06.09.2013;10842.38;10842.38;10842.38;10842.38
09.09.2013;11069.53;11069.53;11069.53;11069.53
10.09.2013;11071.23;11071.23;11071.23;11071.23
11.09.2013;11080.39;11080.39;11080.39;11080.39
12.09.2013;11046.95;11046.95;11046.95;11046.95
13.09.2013;10980.59;10980.59;10980.59;10980.59
16.09.2013;11207.46;11207.46;11207.46;11207.46
17.09.2013;11232.4;11232.4;11232.4;11232.4
18.09.2013;11164.77;11164.77;11164.77;11164.77
19.09.2013;11334.76;11334.76;11334.76;11334.76
20.09.2013;11262.74;11262.74;11262.74;11262.74
23.09.2013;11198.15;11198.15;11198.15;11198.15
24.09.2013;11160.79;11160.79;11160.79;11160.79
25.09.2013;11289.16;11289.16;11289.16;11289.16
26.09.2013;11329.97;11329.97;11329.97;11329.97
27.09.2013;11226.49;11226.49;11226.49;11226.49
30.09.2013;11158.74;11158.74;11158.74;11158.74
01.10.2013;11224.31;11224.31;11224.31;11224.31
02.10.2013;11085.99;11085.99;11085.99;11085.99
03.10.2013;11094.75;11094.75;11094.75;11094.75
04.10.2013;11236.2;11236.2;11236.2;11236.2
07.10.2013;11301.03;11301.03;11301.03;11301.03
08.10.2013;11504.45;11504.45;11504.45;11504.45
09.10.2013;11470.62;11470.62;11470.62;11470.62
10.10.2013;11603.19;11603.19;11603.19;11603.19
11.10.2013;11581.77;11581.77;11581.77;11581.77
14.10.2013;11550.62;11550.62;11550.62;11550.62
15.10.2013;11727.07;11727.07;11727.07;11727.07
16.10.2013;11726.28;11726.28;11726.28;11726.28
17.10.2013;11572;11572;11572;11572
18.10.2013;11734.13;11734.13;11734.13;11734.13
21.10.2013;11735.96;11735.96;11735.96;11735.96
22.10.2013;11689.45;11689.45;11689.45;11689.45
23.10.2013;11520.04;11520.04;11520.04;11520.04
24.10.2013;11475.47;11475.47;11475.47;11475.47
25.10.2013;11502.67;11502.67;11502.67;11502.67
28.10.2013;11559.66;11559.66;11559.66;11559.66
29.10.2013;11587.62;11587.62;11587.62;11587.62
30.10.2013;11627.29;11627.29;11627.29;11627.29
31.10.2013;11600.94;11600.94;11600.94;11600.94
01.11.2013;11656.36;11656.36;11656.36;11656.36
05.11.2013;11575.19;11575.19;11575.19;11575.19
06.11.2013;11528.6;11528.6;11528.6;11528.6
07.11.2013;11598.97;11598.97;11598.97;11598.97
08.11.2013;11455.01;11455.01;11455.01;11455.01
11.11.2013;11399.97;11399.97;11399.97;11399.97
12.11.2013;11536.81;11536.81;11536.81;11536.81
13.11.2013;11297.64;11297.64;11297.64;11297.64
14.11.2013;11472.18;11472.18;11472.18;11472.18
15.11.2013;11497.69;11497.69;11497.69;11497.69
18.11.2013;11629.36;11629.36;11629.36;11629.36
19.11.2013;11627.73;11627.73;11627.73;11627.73
20.11.2013;11612.35;11612.35;11612.35;11612.35
21.11.2013;11491.4;11491.4;11491.4;11491.4
22.11.2013;11577.52;11577.52;11577.52;11577.52
25.11.2013;11561.85;11561.85;11561.85;11561.85
26.11.2013;11407.57;11407.57;11407.57;11407.57
27.11.2013;11342.93;11342.93;11342.93;11342.93
28.11.2013;11371.09;11371.09;11371.09;11371.09
29.11.2013;11373.69;11373.69;11373.69;11373.69
02.12.2013;11331.54;11331.54;11331.54;11331.54
03.12.2013;11146.15;11146.15;11146.15;11146.15
04.12.2013;11052.5;11052.5;11052.5;11052.5
05.12.2013;10960.16;10960.16;10960.16;10960.16
06.12.2013;11109.84;11109.84;11109.84;11109.84
09.12.2013;11253.51;11253.51;11253.51;11253.51
10.12.2013;11241.54;11241.54;11241.54;11241.54
11.12.2013;11241.39;11241.39;11241.39;11241.39
12.12.2013;11110.73;11110.73;11110.73;11110.73
13.12.2013;11125.76;11125.76;11125.76;11125.76
16.12.2013;11250.13;11250.13;11250.13;11250.13
17.12.2013;11323.99;11323.99;11323.99;11323.99
18.12.2013;11376.98;11376.98;11376.98;11376.98
19.12.2013;11471.78;11471.78;11471.78;11471.78
20.12.2013;11480.17;11480.17;11480.17;11480.17
23.12.2013;11547.91;11547.91;11547.91;11547.91
24.12.2013;11538.72;11538.72;11538.72;11538.72
25.12.2013;11493.41;11493.41;11493.41;11493.41
26.12.2013;11498.66;11498.66;11498.66;11498.66
27.12.2013;11435.28;11435.28;11435.28;11435.28
30.12.2013;11501.13;11501.13;11501.13;11501.13
06.01.2014;11209.47;11209.47;11209.47;11209.47
08.01.2014;11171.87;11171.87;11171.87;11171.87
09.01.2014;11196.5;11196.5;11196.5;11196.5
10.01.2014;11218.34;11218.34;11218.34;11218.34
13.01.2014;11288.59;11288.59;11288.59;11288.59
14.01.2014;11222.14;11222.14;11222.14;11222.14
15.01.2014;11367.25;11367.25;11367.25;11367.25
16.01.2014;11326.44;11326.44;11326.44;11326.44
17.01.2014;11371.91;11371.91;11371.91;11371.91
20.01.2014;11435.44;11435.44;11435.44;11435.44
21.01.2014;11506.17;11506.17;11506.17;11506.17
22.01.2014;11459.66;11459.66;11459.66;11459.66
