Date;Price;Open;Max;Min;Up/down
25.10.2004;4233.5;4243.61;4275.3;4233.5;-0.24%
26.10.2004;4240.38;4229.09;4240.38;4205.01;0.16%
27.10.2004;4325.92;4308.58;4325.92;4295.64;2.02%
28.10.2004;4254.37;4316.99;4322.29;4251.13;-1.65%
29.10.2004;4294.87;4267.3;4295.26;4261.54;0.95%
01.11.2004;4306.16;4311.85;4314.95;4302.86;0.26%
02.11.2004;4232.29;4273.43;4273.43;4201.05;-1.72%
03.11.2004;4256.1;4239.34;4260.95;4239.34;0.56%
04.11.2004;4288.69;4256.72;4288.69;4224.23;0.77%
05.11.2004;4339.27;4299.42;4340.04;4299.42;1.18%
09.11.2004;4347.39;4342.3;4353.58;4338.17;0.19%
10.11.2004;4283.49;4319.89;4322.72;4280.33;-1.47%
11.11.2004;4260.8;4290.45;4294.13;4260.8;-0.53%
12.11.2004;4288.37;4273.08;4292.75;4273.08;0.65%
15.11.2004;4274.05;4291.64;4291.64;4274.05;-0.33%
16.11.2004;4289.67;4270.72;4292.96;4266.08;0.37%
17.11.2004;4342;4304.46;4343.94;4304.46;1.22%
18.11.2004;4395.85;4324.22;4395.85;4324.22;1.24%
19.11.2004;4206.3;4363.4;4368.02;4206.3;-4.31%
22.11.2004;4251.33;4220.2;4267.06;4220.2;1.07%
23.11.2004;4194.23;4235.79;4235.79;4186.6;-1.34%
24.11.2004;4157.68;4219.12;4226.43;4155.18;-0.87%
25.11.2004;4041.02;4071.94;4071.94;4031.5;-2.81%
26.11.2004;4034.03;4061.42;4061.42;4010.02;-0.17%
29.11.2004;4016.27;4050.79;4051.49;4003.18;-0.44%
30.11.2004;3987.43;4009.78;4021.46;3977.27;-0.72%
01.12.2004;3868.09;3952.34;3952.34;3868.09;-2.99%
02.12.2004;3809.3;3854.15;3854.15;3790.77;-1.52%
03.12.2004;3748.15;3808.77;3808.77;3748.15;-1.61%
06.12.2004;3745.57;3715.11;3745.57;3700.17;-0.07%
07.12.2004;3803.53;3750.19;3811.67;3750.19;1.55%
08.12.2004;3598.44;3811.42;3811.42;3567.6;-5.39%
09.12.2004;3435.72;3612.75;3616.65;3435.72;-4.52%
10.12.2004;3438.4;3445.96;3502.43;3427.43;0.08%
14.12.2004;3564.08;3494.19;3564.08;3489.32;3.66%
15.12.2004;3602.52;3555.62;3602.52;3536.42;1.08%
16.12.2004;3560.93;3584.28;3590.05;3560.93;-1.15%
17.12.2004;3479.68;3531.64;3539.65;3470.86;-2.28%
20.12.2004;3442.28;3465.17;3465.17;3418.83;-1.07%
21.12.2004;3674.53;3532.78;3689.9;3532.78;6.75%
22.12.2004;3655.82;3661.28;3663.6;3636.38;-0.51%
23.12.2004;3727.67;3667.39;3736.75;3667.39;1.97%
24.12.2004;3737.73;3732.47;3742.8;3731.85;0.27%
27.12.2004;3790.4;3772.12;3790.4;3769.94;1.41%
28.12.2004;3748.9;3795.57;3795.57;3748.9;-1.09%
29.12.2004;3738.41;3730.48;3738.41;3714.12;-0.28%
30.12.2004;3779.24;3764.95;3779.49;3764.95;1.09%
31.12.2004;3831.97;3802.01;3831.97;3802.01;1.40%
11.01.2005;3791.16;3831.28;3831.65;3772.81;-1.06%
12.01.2005;3806.07;3819.2;3830.39;3802.61;0.39%
13.01.2005;3794.3;3797.5;3812.48;3794.3;-0.31%
14.01.2005;3833.55;3792.5;3833.67;3791;1.03%
17.01.2005;3856.26;3845.2;3859.9;3844.63;0.59%
18.01.2005;3784.42;3854.92;3854.92;3776.93;-1.86%
19.01.2005;3790.03;3802.35;3802.35;3786.04;0.15%
20.01.2005;3746.31;3789.87;3790.69;3741.12;-1.15%
21.01.2005;3756.4;3744.05;3756.78;3739.94;0.27%
24.01.2005;3797.16;3756.83;3799.95;3756.83;1.09%
25.01.2005;3824.93;3783.73;3834.82;3783.73;0.73%
26.01.2005;3808.59;3819.6;3827.34;3786.57;-0.43%
27.01.2005;3868.9;3825.8;3868.9;3825.8;1.58%
28.01.2005;3936.53;3845.1;3936.53;3839.81;1.75%
31.01.2005;4024.22;3947.43;4044.43;3947.18;2.23%
01.02.2005;4048.05;4028.33;4048.05;4012.78;0.59%
02.02.2005;4093.78;4026.81;4103.09;4026.81;1.13%
03.02.2005;4118.19;4095.11;4124.48;4085.99;0.60%
04.02.2005;4123.33;4128.43;4128.43;4105.19;0.12%
07.02.2005;4131.67;4119.53;4160.05;4119.47;0.20%
08.02.2005;4142.1;4150.38;4150.38;4128.44;0.25%
09.02.2005;4161.78;4151.38;4171.35;4148.79;0.48%
10.02.2005;4141.19;4152.51;4152.51;4107.53;-0.49%
11.02.2005;4136.95;4131.77;4137.01;4111.68;-0.10%
14.02.2005;4125.74;4136.72;4152.69;4124.61;-0.27%
15.02.2005;4151.71;4120.5;4156.12;4116.41;0.63%
16.02.2005;4171.22;4150.62;4185.21;4150.62;0.47%
17.02.2005;4191.68;4163.91;4192.31;4161.07;0.49%
18.02.2005;4212.75;4190.71;4220.31;4189.58;0.50%
21.02.2005;4237.94;4206.53;4238;4206.53;0.60%
22.02.2005;4228.67;4237.28;4254.93;4225.4;-0.22%
24.02.2005;4319.75;4227.38;4319.75;4227.38;2.15%
25.02.2005;4375.75;4311.17;4375.75;4311.17;1.30%
28.02.2005;4474.41;4380.73;4475.47;4380.73;2.25%
01.03.2005;4448.18;4463.13;4475.15;4448;-0.59%
02.03.2005;4386.91;4449.59;4464.61;4386.91;-1.38%
03.03.2005;4376.16;4385.12;4395.78;4372.61;-0.25%
04.03.2005;4406.24;4379.25;4411.54;4379.19;0.69%
05.03.2005;4443.47;4410.52;4443.47;4410.52;0.84%
09.03.2005;4460.21;4436.38;4493.37;4436.38;0.38%
10.03.2005;4374.48;4430.06;4431.11;4372.68;-1.92%
11.03.2005;4351.09;4356.21;4356.52;4319.65;-0.53%
14.03.2005;4307.73;4351.02;4351.02;4307.73;-1.00%
15.03.2005;4317.17;4316;4326.93;4307.35;0.22%
16.03.2005;4185.78;4319.43;4319.68;4182.94;-3.04%
17.03.2005;4204.7;4186.4;4215.52;4186.34;0.45%
18.03.2005;4194.63;4203.39;4232.42;4194.63;-0.24%
21.03.2005;4123.52;4198.11;4203.18;4123.52;-1.70%
22.03.2005;4176.47;4132.5;4176.47;4132.19;1.28%
23.03.2005;4104.83;4181.98;4181.98;4082.57;-1.72%
24.03.2005;4218.12;4114.64;4218.31;4114.64;2.76%
25.03.2005;4275.94;4227.86;4275.94;4227.73;1.37%
28.03.2005;4240.62;4269.84;4269.84;4230.46;-0.83%
29.03.2005;4219.45;4257.3;4264.18;4219.45;-0.50%
30.03.2005;4163.93;4219.51;4221.07;4159.3;-1.32%
31.03.2005;4186.48;4163.39;4188.67;4161.76;0.54%
01.04.2005;4261.72;4190.81;4261.72;4190.81;1.80%
04.04.2005;4318.46;4266.36;4328.37;4266.36;1.33%
05.04.2005;4337.37;4309.08;4338.12;4298.11;0.44%
06.04.2005;4450.32;4345.15;4450.32;4345.15;2.60%
07.04.2005;4455;4440.21;4486.4;4440.21;0.11%
08.04.2005;4500.76;4439.54;4500.76;4435.85;1.03%
11.04.2005;4398.5;4512.16;4512.16;4358;-2.27%
12.04.2005;4363.55;4384.99;4398.12;4353.24;-0.79%
13.04.2005;4406.94;4356.74;4422.98;4356.74;0.99%
14.04.2005;4330.27;4409.77;4409.77;4312.28;-1.74%
15.04.2005;4311.1;4328.37;4330;4290.2;-0.44%
