TRADEDATE;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
22.08.2013;9416.55;9285.99;9431.3;9223.25;24973785281;;;2;5.46E+12;RUB;1000000
21.08.2013;9285.99;9295.82;9380.73;9230.76;24673163885;;;2;5.39E+12;RUB;1000000
20.08.2013;9295.82;9333.51;9393.18;9206.19;20330572142;;;2;5.39E+12;RUB;1000000
19.08.2013;9333.51;9313.18;9401.53;9239.62;16803569561;;;2;5.41E+12;RUB;1000000
16.08.2013;9313.18;9389.58;9482.34;9251.85;22106283031;;;2;5.40E+12;RUB;1000000
15.08.2013;9389.58;9612.92;9623.23;9374.11;23208076381;;;2;5.45E+12;RUB;1000000
14.08.2013;9612.92;9496.39;9619.49;9482.26;22354438162;;;2;5.58E+12;RUB;1000000
13.08.2013;9496.39;9353.85;9506.93;9350.57;22844554825;;;2;5.51E+12;RUB;1000000
12.08.2013;9353.85;9318.03;9370.01;9290.23;16498104172;;;2;5.43E+12;RUB;1000000
09.08.2013;9318.03;9179.55;9334.61;9167.09;21033718524;;;2;5.41E+12;RUB;1000000
08.08.2013;9179.55;9190.01;9245.74;9124;22313844471;;;2;5.33E+12;RUB;1000000
07.08.2013;9190.01;9205.05;9274.59;9144.59;19402318777;;;2;5.33E+12;RUB;1000000
06.08.2013;9205.05;9389.86;9431.1;9196.82;17020700981;;;2;5.34E+12;RUB;1000000
05.08.2013;9389.86;9396.66;9451.92;9364.66;14112749018;;;2;5.45E+12;RUB;1000000
02.08.2013;9396.66;9439.34;9518.08;9341.49;22230878628;;;2;5.45E+12;RUB;1000000
01.08.2013;9439.34;9294.64;9456.38;9294.64;21038289097;;;2;5.48E+12;RUB;1000000
31.07.2013;9294.64;9374.28;9409.36;9287.04;23747781593;;;2;5.39E+12;RUB;1000000
30.07.2013;9374.28;9460.16;9530.73;9367.05;29610511138;;;2;5.44E+12;RUB;1000000
29.07.2013;9460.16;9501.15;9558.22;9458.37;14601407263;;;2;5.49E+12;RUB;1000000
26.07.2013;9501.15;9487.67;9551.81;9485.47;19070831878;;;2;5.51E+12;RUB;1000000
25.07.2013;9487.67;9523.37;9545.8;9445.27;21110973635;;;2;5.50E+12;RUB;1000000
24.07.2013;9523.37;9600.19;9639.43;9488.4;24508464302;;;2;5.52E+12;RUB;1000000
23.07.2013;9600.19;9586.16;9709.82;9586.16;24122387769;;;2;5.57E+12;RUB;1000000
22.07.2013;9586.16;9638.4;9690.17;9551.43;20221026149;;;2;5.56E+12;RUB;1000000
19.07.2013;9638.4;9604.85;9741.17;9547.28;26707547324;;;2;5.59E+12;RUB;1000000
18.07.2013;9604.85;9708.88;9765.99;9548.06;35200167587;;;2;5.57E+12;RUB;1000000
17.07.2013;9708.88;9556.73;9708.88;9547.3;32395072777;;;2;5.63E+12;RUB;1000000
16.07.2013;9556.73;9511.92;9608.83;9485.54;28052793238;;;2;5.54E+12;RUB;1000000
15.07.2013;9511.92;9476.82;9545.11;9449.31;26142033507;;;2;5.52E+12;RUB;1000000
12.07.2013;9476.82;9258.08;9476.82;9253.17;34836337774;;;2;5.50E+12;RUB;1000000
11.07.2013;9258.08;9001.37;9272.44;8995.21;30532587272;;;2;5.37E+12;RUB;1000000
10.07.2013;9001.37;9080.5;9118.24;8981.47;16984660305;;;2;5.22E+12;RUB;1000000
09.07.2013;9080.5;9098.74;9141.7;9056.85;15638234088;;;2;5.27E+12;RUB;1000000
08.07.2013;9098.74;9058.88;9122.44;9027.97;13953836063;;;2;5.28E+12;RUB;1000000
05.07.2013;9058.88;9103.79;9185.36;9038.99;23072946024;;;2;5.26E+12;RUB;1000000
04.07.2013;9103.79;8993.02;9107.61;8975.56;19356811521;;;2;5.28E+12;RUB;1000000
03.07.2013;8993.02;9030.11;9055.33;8928.47;20164794722;;;2;5.22E+12;RUB;1000000
02.07.2013;9030.11;9032.1;9054.47;8971.47;17744148322;;;2;5.24E+12;RUB;1000000
01.07.2013;9032.1;8993;9036.62;8917.59;16244349561;;;2;5.24E+12;RUB;1000000
28.06.2013;8993;8864.81;8993;8852.56;27566531500;;;2;5.22E+12;RUB;1000000
27.06.2013;8864.81;8923.32;8962.76;8807.94;24859861520;;;2;5.14E+12;RUB;1000000
26.06.2013;8923.32;8754.95;8956.91;8754.95;26051570521;;;2;5.18E+12;RUB;1000000
25.06.2013;8754.95;8700.08;8837.02;8698.9;26952918901;;;2;5.08E+12;RUB;1000000
24.06.2013;8700.08;8764.69;8802.21;8666.55;26253175726;;;2;5.05E+12;RUB;1000000
21.06.2013;8764.69;8752.91;8874.77;8707.16;30771121627;;;2;5.08E+12;RUB;1000000
20.06.2013;8752.91;8926.47;8973.26;8727.64;29251370794;;;2;5.08E+12;RUB;1000000
19.06.2013;8926.47;9012.28;9050.32;8887.1;20012668951;;;2;5.18E+12;RUB;1000000
18.06.2013;9012.28;8949.23;9064.69;8901.47;22163270378;;;2;5.23E+12;RUB;1000000
17.06.2013;8949.23;8787.42;8958.3;8777.82;26964185307;;;2;3.39E+12;RUB;1000000
14.06.2013;8787.42;8673.99;8846.21;8672.3;25222071913;;;2;3.33E+12;RUB;1000000
13.06.2013;8673.99;8811.8;8859.16;8594.68;30792810999;;;2;3.29E+12;RUB;1000000
11.06.2013;8811.8;9053.91;9108.43;8781.24;29546063187;;;2;3.34E+12;RUB;1000000
10.06.2013;9053.91;9118.2;9218.59;9004.8;22499027433;;;2;3.43E+12;RUB;1000000
07.06.2013;9118.2;8947.2;9159.91;8947.2;24060782196;;;2;3.45E+12;RUB;1000000
06.06.2013;8947.2;9001.53;9028.25;8920.34;24093931645;;;2;3.39E+12;RUB;1000000
05.06.2013;9001.53;9087.74;9120.52;8954.51;26718891459;;;2;3.41E+12;RUB;1000000
04.06.2013;9087.74;9072.36;9221.65;9070.67;25686242920;;;2;3.44E+12;RUB;1000000
03.06.2013;9072.36;9148.54;9196.5;8973.57;35846080968;;;2;3.44E+12;RUB;1000000
31.05.2013;9148.54;9207.5;9280.05;9069.29;42631718522;;;2;3.47E+12;RUB;1000000
30.05.2013;9207.5;9198.11;9292.42;9153.8;30032875041;;;2;3.49E+12;RUB;1000000
29.05.2013;9198.11;9450.95;9464.51;9194.13;28864259372;;;2;3.48E+12;RUB;1000000
28.05.2013;9450.95;9337.23;9500.83;9335.23;23210484888;;;2;3.58E+12;RUB;1000000
27.05.2013;9337.23;9357.66;9392.22;9308.14;13006604825;;;2;3.54E+12;RUB;1000000
24.05.2013;9357.66;9457.06;9505.25;9315.5;253213268.9;;;2;3.55E+12;RUB;1000000
23.05.2013;9457.06;9768.01;9771.95;9450.34;220168740.6;;;2;3.58E+12;RUB;1000000
22.05.2013;9768.01;9604.86;9774.3;9604.86;242216800.6;;;2;3.70E+12;RUB;1000000
21.05.2013;9604.86;9550.53;9635.93;9482.14;222069090.3;;;2;3.64E+12;RUB;1000000
20.05.2013;9550.53;9480.07;9596.47;9467.42;303089593.5;;;2;3.62E+12;RUB;1000000
17.05.2013;9480.07;9337.3;9502.87;9335.61;266736785.4;;;2;3.59E+12;RUB;1000000
16.05.2013;9337.3;9416.83;9435.05;9337.3;679143759;;;2;3.54E+12;RUB;1000000
15.05.2013;9416.83;9540.29;9540.29;9389.91;736452907.2;;;2;3.57E+12;RUB;1000000
14.05.2013;9540.29;9608.23;9608.23;9485.61;873141847.2;;;2;3.61E+12;RUB;1000000
13.05.2013;9612.32;9656.19;9675.61;9577.38;470791385.4;;;2;3.64E+12;RUB;1000000
10.05.2013;9656.19;9670.46;9741.58;9647.3;678389239.3;;;2;3.66E+12;RUB;1000000
08.05.2013;9670.46;9608.57;9670.46;9576.23;493252139.2;;;2;3.66E+12;RUB;1000000
07.05.2013;9608.57;9539.04;9628.38;9484.72;450620247.7;;;2;3.64E+12;RUB;1000000
06.05.2013;9539.04;9498.95;9555.47;9482.89;305418367.1;;;2;3.61E+12;RUB;1000000
03.05.2013;9498.95;9356.31;9498.95;9356.31;480644036.1;;;2;3.60E+12;RUB;1000000
02.05.2013;9356.31;9392.15;9395.82;9310.39;353796474.2;;;2;3.54E+12;RUB;1000000
30.04.2013;9392.15;9222.39;9414.75;9219.56;499730125.2;;;2;3.56E+12;RUB;1000000
29.04.2013;9222.39;9290.47;9343.61;9220.2;379641807.2;;;2;3.49E+12;RUB;1000000
26.04.2013;9290.47;9297.84;9340.78;9251.36;517101484.8;;;2;3.52E+12;RUB;1000000
25.04.2013;9297.84;9363.04;9432.53;9288.8;462287450;;;2;3.52E+12;RUB;1000000
24.04.2013;9363.04;9157;9364.45;9144.47;457720204.4;;;2;3.55E+12;RUB;1000000
23.04.2013;9157;9082.72;9157.43;9022.43;399442075.5;;;2;3.47E+12;RUB;1000000
22.04.2013;9082.72;9150.91;9240.97;9051.37;664296893.3;;;2;3.44E+12;RUB;1000000
19.04.2013;9150.91;9145.13;9210.97;9109.94;481008401.9;;;2;3.47E+12;RUB;1000000
18.04.2013;9145.13;9150.46;9250.68;9133.07;910498953.8;;;2;3.46E+12;RUB;1000000
17.04.2013;9150.46;9260.12;9299.87;9101.12;964124733.4;;;2;3.47E+12;RUB;1000000
16.04.2013;9260.12;9254.16;9343.64;9227.08;719824262.3;;;2;3.51E+12;RUB;1000000
15.04.2013;9254.16;9461.14;9470.19;9243.37;1026847979;;;2;3.51E+12;RUB;1000000
12.04.2013;9461.14;9543.06;9544.63;9428.87;988316695.6;;;2;3.58E+12;RUB;1000000
11.04.2013;9543.06;9689.8;9710.58;9530.03;874600241.3;;;2;3.62E+12;RUB;1000000
10.04.2013;9689.8;9714.99;9752.73;9670.94;471587765.7;;;2;3.67E+12;RUB;1000000
09.04.2013;9714.99;9592.76;9719.87;9590.55;681275341.2;;;2;3.68E+12;RUB;1000000
08.04.2013;9592.76;9643.4;9722.26;9591.87;834269087.7;;;2;3.63E+12;RUB;1000000
05.04.2013;9643.4;9724.48;9744.63;9613.49;549270621.4;;;2;3.65E+12;RUB;1000000
04.04.2013;9724.48;9706.99;9803.28;9637.61;1269992899;;;2;3.68E+12;RUB;1000000
03.04.2013;9706.99;9726.48;9742.71;9671.43;796526099.8;;;2;3.68E+12;RUB;1000000
02.04.2013;9726.48;9692.96;9749.75;9680.58;888012945.8;;;2;3.69E+12;RUB;1000000
01.04.2013;9692.96;9766.5;9795.34;9689.35;717276144.6;;;2;3.67E+12;RUB;1000000
29.03.2013;9766.5;9730.54;9770.44;9725.84;661053132.5;;;2;3.70E+12;RUB;1000000
28.03.2013;9730.54;9682.34;9730.54;9607.98;1647870351;;;2;3.69E+12;RUB;1000000
27.03.2013;9682.34;9639.41;9703.22;9566.1;1258661589;;;2;3.67E+12;RUB;1000000
26.03.2013;9639.41;9711.15;9754.88;9624.83;1352622260;;;2;3.65E+12;RUB;1000000
25.03.2013;9711.15;9796.27;9899.39;9700.22;870268896.1;;;2;3.68E+12;RUB;1000000
22.03.2013;9796.27;9916.5;9921.2;9796.27;1483306719;;;2;3.71E+12;RUB;1000000
21.03.2013;9916.49;9880.78;9960.98;9875.22;1653016753;;;2;3.76E+12;RUB;1000000
20.03.2013;9880.78;9819.96;9899.61;9750.96;1824859215;;;2;3.74E+12;RUB;1000000
19.03.2013;9819.96;9912.91;9963.62;9812.81;1498766697;;;2;3.72E+12;RUB;1000000
18.03.2013;9912.91;10103.57;10133.98;9839.02;2199398244;;;2;3.76E+12;RUB;1000000
15.03.2013;10103.57;10163.77;10255.05;10097.11;1399503716;;;2;3.82E+12;RUB;1000000
14.03.2013;10163.77;10154.16;10193.03;10116.18;1412214741;;;2;3.84E+12;RUB;1000000
13.03.2013;10154.16;10188.01;10249.04;10140.82;1202609079;;;2;3.84E+12;RUB;1000000
12.03.2013;10188.01;10206.21;10223.51;10149.68;1125104261;;;2;3.85E+12;RUB;1000000
11.03.2013;10206.21;10111.51;10266.81;10107.41;1093915510;;;2;3.86E+12;RUB;1000000
07.03.2013;10111.51;10124.09;10161.48;10099.36;909397248.1;;;2;3.82E+12;RUB;1000000
06.03.2013;10124.09;10079.89;10156.59;10079.89;1292530988;;;2;3.83E+12;RUB;1000000
05.03.2013;10079.89;9949.7;10091.24;9934.36;1548716759;;;2;3.81E+12;RUB;1000000
04.03.2013;9949.7;10014.67;10056.18;9937.52;1074041221;;;2;3.76E+12;RUB;1000000
01.03.2013;10014.67;10118.12;10132.87;9977.13;1529755199;;;2;3.79E+12;RUB;1000000
28.02.2013;10118.12;10101.1;10153.05;10077.31;1015767702;;;2;3.83E+12;RUB;1000000
27.02.2013;10101.1;10098.26;10141.03;10064.55;838152566.4;;;2;3.82E+12;RUB;1000000
26.02.2013;10098.26;10219.26;10236.01;10085.62;1424184201;;;2;3.82E+12;RUB;1000000
25.02.2013;10219.26;10167.44;10233.69;10150.37;1304840285;;;2;3.86E+12;RUB;1000000
22.02.2013;10167.44;10174.42;10213.02;10142.36;1694192380;;;2;3.84E+12;RUB;1000000
21.02.2013;10174.42;10280.15;10280.15;10127.73;1439647249;;;2;3.85E+12;RUB;1000000
20.02.2013;10280.15;10319.96;10337.31;10263.28;1001029438;;;2;3.89E+12;RUB;1000000
19.02.2013;10319.96;10216.69;10321.09;10213.61;1232137279;;;2;3.90E+12;RUB;1000000
18.02.2013;10216.69;10204.82;10227.92;10139.93;1081567222;;;2;3.86E+12;RUB;1000000
15.02.2013;10204.82;10287.69;10306.38;10172.65;1894257544;;;2;3.86E+12;RUB;1000000
14.02.2013;10287.69;10410.85;10490.31;10277.73;2127251692;;;2;3.89E+12;RUB;1000000
13.02.2013;10410.85;10252.73;10423.99;10252.73;2091771944;;;2;3.94E+12;RUB;1000000
12.02.2013;10252.73;10283.5;10310.2;10221.13;1679779539;;;2;3.88E+12;RUB;1000000
11.02.2013;10283.5;10335.71;10361.93;10277.76;1234808340;;;2;3.89E+12;RUB;1000000
08.02.2013;10335.71;10364.18;10374.99;10265.89;1988168762;;;2;3.91E+12;RUB;1000000
07.02.2013;10364.18;10395.09;10417.13;10337.62;1627454730;;;2;3.92E+12;RUB;1000000
06.02.2013;10395.09;10456.86;10560.06;10386.71;2691058891;;;2;3.93E+12;RUB;1000000
05.02.2013;10456.86;10446.46;10459.35;10396.68;1582445501;;;2;3.95E+12;RUB;1000000
04.02.2013;10446.46;10530.3;10564.22;10431.87;1551759243;;;2;3.95E+12;RUB;1000000
01.02.2013;10530.3;10602.53;10636.09;10505.23;2494817932;;;2;3.98E+12;RUB;1000000
31.01.2013;10602.53;10529.05;10606.38;10522.89;3337256316;;;2;4.01E+12;RUB;1000000
30.01.2013;10529.05;10553.75;10632.42;10507.66;2308158678;;;2;3.98E+12;RUB;1000000
29.01.2013;10553.75;10612.07;10640.1;10553.75;1719439422;;;2;3.99E+12;RUB;1000000
28.01.2013;10612.07;10496.04;10620.35;10494.52;2086379133;;;2;4.01E+12;RUB;1000000
25.01.2013;10496.04;10419.28;10501;10374.91;1381528616;;;2;3.97E+12;RUB;1000000
24.01.2013;10419.28;10433.29;10433.29;10321.32;1960499161;;;2;3.94E+12;RUB;1000000
23.01.2013;10433.29;10373.59;10441.5;10368.2;1685342461;;;2;3.95E+12;RUB;1000000
22.01.2013;10373.59;10455.96;10475.63;10332.54;1950085766;;;2;3.92E+12;RUB;1000000
21.01.2013;10455.96;10473.05;10477.96;10422.43;1309461118;;;2;3.95E+12;RUB;1000000
18.01.2013;10473.05;10360.61;10475.82;10357.38;1612316564;;;2;3.96E+12;RUB;1000000
17.01.2013;10360.61;10322.84;10378.91;10320.15;1708879469;;;2;3.92E+12;RUB;1000000
16.01.2013;10322.84;10362.86;10426.98;10284.23;1626772855;;;2;3.90E+12;RUB;1000000
15.01.2013;10362.86;10452.05;10452.05;10353.78;1202217311;;;2;3.92E+12;RUB;1000000
14.01.2013;10452.05;10359.18;10469.23;10346.85;1319476320;;;2;3.95E+12;RUB;1000000
11.01.2013;10359.18;10305.81;10367.54;10278.54;1177752502;;;2;3.92E+12;RUB;1000000
10.01.2013;10305.81;10370.85;10390.44;10305.36;1691870167;;;2;3.90E+12;RUB;1000000
09.01.2013;10370.85;10344.26;10372.79;10316.16;1610616529;;;2;3.92E+12;RUB;1000000
08.01.2013;10344.26;10102.06;10366.59;10100.87;1653243611;;;2;3.91E+12;RUB;1000000
28.12.2012;10102.06;10108.74;10113.14;10062.51;1447103432;;;2;3.82E+12;RUB;1000000
27.12.2012;10108.74;10118.36;10125.26;10093.17;1478845008;;;2;3.82E+12;RUB;1000000
26.12.2012;10118.36;10121.21;10143.4;10076.18;1538974144;;;2;3.83E+12;RUB;1000000
25.12.2012;10121.21;10087.58;10126.9;10074.57;1556030170;;;2;3.83E+12;RUB;1000000
24.12.2012;10087.58;10144.23;10164.2;10085.73;2120143192;;;2;3.81E+12;RUB;1000000
21.12.2012;10144.23;10181.86;10210.27;10099.92;3357891642;;;2;3.84E+12;RUB;1000000
20.12.2012;10181.86;10125.93;10196.24;10060.28;1885543240;;;2;3.85E+12;RUB;1000000
19.12.2012;10125.93;10108.54;10167.58;10095.69;1478191941;;;2;3.83E+12;RUB;1000000
18.12.2012;10108.54;10053.42;10158.2;10031.85;2045997512;;;2;3.82E+12;RUB;1000000
17.12.2012;10053.42;9983.53;10053.42;9974.14;2504732740;;;2;4.09E+12;RUB;1000000
14.12.2012;9983.53;9963.54;10010.94;9929.86;2586856792;;;2;4.07E+12;RUB;1000000
13.12.2012;9963.54;10004.75;10033.99;9914.99;2249581656;;;2;4.06E+12;RUB;1000000
12.12.2012;10004.75;9889.96;10017.39;9884.03;2509999002;;;2;4.07E+12;RUB;1000000
11.12.2012;9889.96;9872.07;9892.86;9836.32;2135470915;;;2;4.03E+12;RUB;1000000
10.12.2012;9872.07;9849.46;9920.35;9831.84;3884751278;;;2;4.02E+12;RUB;1000000
07.12.2012;9849.46;9819.61;9851.76;9737.54;2160748858;;;2;4.01E+12;RUB;1000000
06.12.2012;9819.61;9808.46;9877.76;9790.07;1779011532;;;2;4.00E+12;RUB;1000000
05.12.2012;9808.46;9641.22;9834.31;9640;1866821699;;;2;3.99E+12;RUB;1000000
04.12.2012;9641.22;9703.57;9703.57;9622.11;1602808160;;;2;3.93E+12;RUB;1000000
03.12.2012;9703.57;9624.04;9703.92;9593.44;1652402234;;;2;3.95E+12;RUB;1000000
30.11.2012;9624.04;9487.21;9640.7;9451.16;2228828114;;;2;3.92E+12;RUB;1000000
29.11.2012;9487.21;9441.34;9532.1;9411.36;1701780001;;;2;3.86E+12;RUB;1000000
28.11.2012;9441.34;9523.94;9531.34;9418.92;1782543489;;;2;3.84E+12;RUB;1000000
27.11.2012;9523.94;9591.94;9645.54;9509.7;1474483589;;;2;3.88E+12;RUB;1000000
26.11.2012;9591.94;9641.73;9686.2;9572.88;1584931796;;;2;3.91E+12;RUB;1000000
23.11.2012;9641.73;9591.85;9642.96;9578.05;1743333713;;;2;3.93E+12;RUB;1000000
22.11.2012;9591.85;9611.92;9643.9;9580.86;1668718277;;;2;3.91E+12;RUB;1000000
21.11.2012;9611.92;9552.66;9627.18;9490.84;2261250900;;;2;3.91E+12;RUB;1000000
20.11.2012;9552.66;9576.59;9590.88;9503;2057796255;;;2;3.89E+12;RUB;1000000
19.11.2012;9576.59;9475.69;9582.61;9452.91;2113219964;;;2;3.90E+12;RUB;1000000
16.11.2012;9475.69;9516.32;9530.79;9421.89;2365111332;;;2;3.86E+12;RUB;1000000
15.11.2012;9516.32;9392.7;9524.92;9352.53;2713820208;;;2;3.88E+12;RUB;1000000
14.11.2012;9392.7;9414.88;9456.05;9317.64;3447783984;;;2;3.83E+12;RUB;1000000
13.11.2012;9414.88;9652.99;9667.8;9388.86;3263061317;;;2;3.83E+12;RUB;1000000
12.11.2012;9652.99;9616.99;9672.29;9564.71;2147006558;;;2;3.93E+12;RUB;1000000
09.11.2012;9616.99;9660.05;9660.05;9558.37;3175218171;;;2;3.92E+12;RUB;1000000
08.11.2012;9660.05;9767.73;9779.9;9580.21;2270305457;;;2;3.93E+12;RUB;1000000
07.11.2012;9767.73;9934.73;9968.23;9767.73;2980558866;;;2;3.98E+12;RUB;1000000
06.11.2012;9934.73;9904.7;9963.74;9872.75;1813478298;;;2;4.05E+12;RUB;1000000
02.11.2012;9904.7;9847.16;9938.55;9838.74;1930266616;;;2;4.03E+12;RUB;1000000
01.11.2012;9847.16;9769.9;9851.13;9667.08;2401087908;;;2;4.01E+12;RUB;1000000
31.10.2012;9769.9;9768.51;9852.6;9750.35;2035865573;;;2;3.98E+12;RUB;1000000
30.10.2012;9768.51;9837.46;9883;9754.75;2356759655;;;2;3.98E+12;RUB;1000000
29.10.2012;9837.46;9855.78;9873.17;9781.04;2126965985;;;2;4.01E+12;RUB;1000000
26.10.2012;9855.78;9940.91;9947.34;9795.61;2509548541;;;2;4.01E+12;RUB;1000000
25.10.2012;9940.91;9970.44;10014.56;9917.31;2502059820;;;2;4.05E+12;RUB;1000000
24.10.2012;9970.44;9984.2;10034.03;9881.69;2377105270;;;2;4.06E+12;RUB;1000000
23.10.2012;9984.2;10105.58;10119.69;9952.9;1927379662;;;2;4.07E+12;RUB;1000000
22.10.2012;10105.58;9999.82;10113.37;9950.4;1679774517;;;2;4.12E+12;RUB;1000000
19.10.2012;9999.82;10104.58;10128.44;9985.54;1573926146;;;2;4.07E+12;RUB;1000000
18.10.2012;10104.58;10082.99;10161.32;10029.18;1961012975;;;2;4.11E+12;RUB;1000000
17.10.2012;10082.99;9971.21;10113.73;9964.6;2060895797;;;2;4.11E+12;RUB;1000000
16.10.2012;9971.21;9890.99;9971.21;9872.55;1566081080;;;2;4.06E+12;RUB;1000000
15.10.2012;9890.99;9903.99;9966.19;9869.46;1678188624;;;2;4.03E+12;RUB;1000000
12.10.2012;9903.99;10014.97;10021.5;9865.94;1483395140;;;2;4.03E+12;RUB;1000000
11.10.2012;10014.97;9999.36;10046.9;9953.09;2025654902;;;2;4.08E+12;RUB;1000000
10.10.2012;9999.36;10083.12;10083.12;9981.51;1645884284;;;2;4.07E+12;RUB;1000000
09.10.2012;10083.12;10080.13;10132.09;10057.29;1749778413;;;2;4.11E+12;RUB;1000000
08.10.2012;10080.13;10105.33;10105.33;9993.52;1528448589;;;2;4.11E+12;RUB;1000000
05.10.2012;10105.33;9965.04;10174.17;9935.95;2010666287;;;2;4.12E+12;RUB;1000000
04.10.2012;9965.04;10055.01;10085.84;9920.55;2160315817;;;2;4.06E+12;RUB;1000000
03.10.2012;10055.01;10123.64;10129.07;10031.97;1482701593;;;2;4.09E+12;RUB;1000000
02.10.2012;10123.64;10176.69;10186.22;10087.36;2182033826;;;2;4.12E+12;RUB;1000000
01.10.2012;10176.69;9986.09;10183.49;9951.65;1716280085;;;2;4.14E+12;RUB;1000000
28.09.2012;9986.09;9942.19;10037.87;9941.04;1840172483;;;2;4.07E+12;RUB;1000000
27.09.2012;9942.19;9910.4;9996.78;9851.88;1890880498;;;2;4.05E+12;RUB;1000000
26.09.2012;9910.4;10147.25;10163.29;9892.52;1560308671;;;2;4.04E+12;RUB;1000000
25.09.2012;10147.25;10187.22;10255.81;10135.4;1327529966;;;2;4.13E+12;RUB;1000000
24.09.2012;10187.22;10231.82;10239.58;10120.85;1689500548;;;2;4.15E+12;RUB;1000000
21.09.2012;10231.82;10281.18;10349.15;10231.82;2493421075;;;2;4.17E+12;RUB;1000000
20.09.2012;10281.18;10284.84;10318.7;10180.37;2124690687;;;2;4.19E+12;RUB;1000000
19.09.2012;10284.84;10375.97;10477.24;10224.7;3610508435;;;2;4.19E+12;RUB;1000000
18.09.2012;10375.97;10496.82;10559.08;10375.23;2337046418;;;2;4.23E+12;RUB;1000000
17.09.2012;10496.82;10520.44;10545.94;10403.4;2510377561;;;2;4.32E+12;RUB;1000000
14.09.2012;10520.44;10092.17;10540.6;10087.1;3571742752;;;2;4.33E+12;RUB;1000000
13.09.2012;10092.17;10119.27;10124.44;10056.73;1969695642;;;2;4.16E+12;RUB;1000000
12.09.2012;10119.27;10108.79;10142.54;10064.75;2751722340;;;2;4.17E+12;RUB;1000000
11.09.2012;10108.79;10109.57;10116.26;10029.61;1943451177;;;2;4.16E+12;RUB;1000000
10.09.2012;10109.57;10068.94;10125.82;10034.15;1937253923;;;2;4.16E+12;RUB;1000000
07.09.2012;10068.94;9938.6;10137.25;9931.12;2758605968;;;2;4.15E+12;RUB;1000000
06.09.2012;9938.6;9717.11;9950.69;9702.06;2968332845;;;2;4.09E+12;RUB;1000000
05.09.2012;9717.11;9826.43;9843.63;9706.75;2563393161;;;2;4.00E+12;RUB;1000000
04.09.2012;9826.43;9852.77;9876.46;9811.86;2164578320;;;2;4.05E+12;RUB;1000000
03.09.2012;9852.77;9718.29;9871.21;9690.1;2149027888;;;2;4.06E+12;RUB;1000000
31.08.2012;9718.29;9793.88;9851.97;9700.18;2708245325;;;2;4.00E+12;RUB;1000000
30.08.2012;9793.88;9871.69;9894.38;9779.33;2374635892;;;2;4.03E+12;RUB;1000000
29.08.2012;9871.69;9943.42;10005.8;9854;2772877240;;;2;4.07E+12;RUB;1000000
28.08.2012;9943.42;9915.37;9983.18;9883.17;2535900081;;;2;4.10E+12;RUB;1000000
27.08.2012;9915.37;9929.36;10000.56;9867.35;1497929065;;;2;4.08E+12;RUB;1000000
24.08.2012;9929.36;9933.83;9955.79;9834.16;2009011893;;;2;4.09E+12;RUB;1000000
23.08.2012;9933.83;9887.32;10055.38;9875.26;2069343923;;;2;4.09E+12;RUB;1000000
22.08.2012;9887.32;9913.87;9913.87;9805.12;1589423029;;;2;4.07E+12;RUB;1000000
21.08.2012;9913.87;9770.65;9956.21;9770.65;2171567234;;;2;4.08E+12;RUB;1000000
20.08.2012;9770.65;9882.8;9920.74;9725.03;1887030651;;;2;4.02E+12;RUB;1000000
17.08.2012;9882.8;9923.58;10011.27;9880.24;1601246310;;;2;4.07E+12;RUB;1000000
16.08.2012;9923.58;9888.32;9957.4;9856.79;1909645062;;;2;4.09E+12;RUB;1000000
15.08.2012;9888.32;9995.44;10021.24;9794.73;2184261029;;;2;4.07E+12;RUB;1000000
14.08.2012;9995.44;9939.88;10006.61;9908.15;2277292801;;;2;4.12E+12;RUB;1000000
13.08.2012;9939.88;9857.74;10027.51;9851.85;1965597379;;;2;4.09E+12;RUB;1000000
10.08.2012;9857.74;9936.47;9955.03;9767.04;2161098973;;;2;4.06E+12;RUB;1000000
09.08.2012;9936.47;9901.02;9978.3;9825.44;2684903323;;;2;4.09E+12;RUB;1000000
08.08.2012;9901.02;9914.93;9943.14;9833.74;1996424661;;;2;4.08E+12;RUB;1000000
07.08.2012;9914.93;9818.85;9917.09;9789.37;1778524773;;;2;4.08E+12;RUB;1000000
06.08.2012;9818.85;9697.91;9882.53;9674.45;1977024774;;;2;4.04E+12;RUB;1000000
03.08.2012;9697.91;9533.51;9705;9485.07;2620661103;;;2;3.99E+12;RUB;1000000
02.08.2012;9533.51;9629.52;9755.38;9459.75;2970559086;;;2;3.93E+12;RUB;1000000
01.08.2012;9629.52;9609.77;9694.32;9576.59;2098303493;;;2;3.97E+12;RUB;1000000
31.07.2012;9609.77;9756.41;9791.65;9576.49;2603395919;;;2;3.96E+12;RUB;1000000
30.07.2012;9756.41;9617.54;9780.85;9617.54;1850759913;;;2;4.02E+12;RUB;1000000
27.07.2012;9617.54;9461.26;9621.02;9447.42;2388049701;;;2;3.96E+12;RUB;1000000
26.07.2012;9461.26;9362.3;9489.08;9313.63;2868666829;;;2;3.90E+12;RUB;1000000
25.07.2012;9362.3;9342.53;9470.97;9270.03;3287685985;;;2;3.86E+12;RUB;1000000
24.07.2012;9342.53;9424.81;9488.56;9327.69;3018921095;;;2;3.85E+12;RUB;1000000
