Date,ALRS.ME,CHMF.ME,FIVE.ME,GAZP.ME,GMKN.ME,LKOH.ME,MGNT.ME,MTSS.ME,NVTK.ME,ROSN.ME,SBER.ME,SNGS.ME,TATN.ME,VTBR.ME,YNDX.ME
2018-07-11,106.0,955.0,1715.5,144.77000427246094,11260.0,4280.0,4446.0,272.8999938964844,909.7999877929688,409.8500061035156,227.57000732421875,28.94499969482422,694.0,0.04859999939799309,2303.0
2018-07-12,100.25,960.0,1721.0,145.0800018310547,11359.0,4236.0,4463.0,270.0,891.7999877929688,406.45001220703125,226.60000610351562,28.44499969482422,697.0499877929688,0.04831000044941902,2345.0
2018-07-13,101.19999694824219,955.9000244140625,1753.0,146.4499969482422,11358.0,4310.0,4485.0,270.70001220703125,899.5,404.3500061035156,229.5,28.829999923706055,699.7000122070312,0.049539998173713684,2380.5
2018-07-16,100.58000183105469,952.0999755859375,1739.5,146.67999267578125,10693.0,4284.5,4472.0,269.5,894.2999877929688,406.0,227.32000732421875,29.0,695.8499755859375,0.04946000128984451,2323.0
2018-07-17,100.0999984741211,961.2999877929688,1767.0,145.30999755859375,10610.0,4262.5,4430.0,270.3999938964844,886.0,399.5,222.5,28.594999313354492,690.0499877929688,0.04871999844908714,2420.0
2018-07-18,100.4000015258789,980.7000122070312,1840.0,138.2899932861328,10574.0,4299.0,4440.0,269.0,893.0,400.8999938964844,216.27999877929688,28.524999618530273,701.4500122070312,0.04853000119328499,2398.5
2018-07-19,96.12000274658203,984.2000122070312,1755.0,137.3800048828125,10343.0,4319.0,4335.0,268.25,886.5,399.29998779296875,208.33999633789062,28.559999465942383,701.25,0.04788000136613846,2381.0
2018-07-20,96.30000305175781,972.5,1691.5,136.47000122070312,10255.0,4300.0,4300.0,266.29998779296875,881.5999755859375,393.25,204.33999633789062,28.46500015258789,700.0,0.048250000923871994,2329.5
2018-07-23,95.9000015258789,983.0,1738.0,138.3699951171875,10314.0,4340.0,4285.0,262.0,871.0,394.5,208.4199981689453,28.364999771118164,693.2000122070312,0.048239998519420624,2333.0
2018-07-24,95.5,989.9000244140625,1734.0,138.85000610351562,10760.0,4322.0,4180.0,263.54998779296875,875.0,394.8999938964844,215.4499969482422,28.229999542236328,691.7000122070312,0.04822000116109848,2377.0
2018-07-25,95.19999694824219,991.2000122070312,1720.0,138.2100067138672,10845.0,4385.0,4050.0,262.79998779296875,895.7000122070312,395.79998779296875,213.6999969482422,28.350000381469727,705.0,0.04794999957084656,2391.5
2018-07-26,96.68000030517578,997.5,1758.5,138.17999267578125,10827.0,4420.0,4280.0,263.29998779296875,914.5,397.3500061035156,210.0,28.5,710.7000122070312,0.04758000001311302,2430.0
2018-07-27,96.4000015258789,1014.7000122070312,1727.5,137.99000549316406,10848.0,4425.0,4270.0,263.95001220703125,920.0,403.5,208.89999389648438,28.649999618530273,707.7999877929688,0.04782000184059143,2388.0
2018-07-30,96.75,1009.0,1728.0,138.89999389648438,10866.0,4410.0,4214.0,261.8500061035156,907.7999877929688,406.45001220703125,211.3300018310547,28.96500015258789,718.0,0.047970000654459,2242.5
2018-07-31,97.27999877929688,1020.2999877929688,1680.0,143.7899932861328,10882.0,4451.5,4128.0,263.79998779296875,924.4000244140625,419.0,214.86000061035156,28.989999771118164,721.4000244140625,0.04828000068664551,2250.0
2018-08-01,95.9800033569336,1013.4000244140625,1731.0,142.13999938964844,10782.0,4494.0,4187.0,262.29998779296875,930.2000122070312,416.6000061035156,210.60000610351562,29.174999237060547,728.9000244140625,0.04828000068664551,2272.0
2018-08-02,95.5,996.0999755859375,1700.0,140.36000061035156,10700.0,4501.5,4179.0,261.29998779296875,929.4000244140625,416.79998779296875,206.60000610351562,28.81999969482422,723.0999755859375,0.04758000001311302,2237.0
2018-08-03,95.1500015258789,1024.5,1682.5,142.38999938964844,10814.0,4499.5,4205.0,260.79998779296875,924.9000244140625,411.25,202.2100067138672,29.204999923706055,730.0,0.04735000059008598,2252.5
2018-08-06,96.0,1024.0,1707.0,141.33999633789062,10770.0,4479.0,4230.0,261.95001220703125,926.0,419.3500061035156,203.89999389648438,29.030000686645508,731.9000244140625,0.046810001134872437,2230.5
2018-08-07,99.69999694824219,1021.4000244140625,1710.0,142.74000549316406,10830.0,4520.0,4240.0,262.20001220703125,939.9000244140625,427.8999938964844,201.7899932861328,28.979999542236328,732.7999877929688,0.046799998730421066,2272.5
2018-08-08,98.69999694824219,1024.9000244140625,1719.0,144.10000610351562,10830.0,4499.0,4228.0,257.5,923.5999755859375,429.0,193.1999969482422,28.905000686645508,740.0,0.04569000005722046,2185.0
2018-08-09,97.43000030517578,1018.7999877929688,1672.0,145.1999969482422,10999.0,4598.0,4189.0,253.60000610351562,933.0,432.29998779296875,195.89999389648438,29.0,747.5,0.04510999843478203,2132.0
2018-08-10,92.75,986.0999755859375,1617.0,144.8000030517578,10800.0,4577.0,4033.0,253.6999969482422,939.5,433.25,186.14999389648438,28.920000076293945,752.0,0.04337000101804733,2128.0
2018-08-13,96.19000244140625,1019.9000244140625,1624.0,142.89999389648438,11005.0,4541.0,4039.0,253.10000610351562,959.0999755859375,437.20001220703125,190.0,28.53499984741211,758.5,0.04295000061392784,2152.5
2018-08-14,97.0,1024.5,1583.0,141.24000549316406,10990.0,4460.0,3995.0,251.0,987.5999755859375,431.29998779296875,192.75999450683594,28.770000457763672,752.5999755859375,0.04363999888300896,2150.0
2018-08-15,95.80000305175781,1022.7999877929688,1577.0,141.5,11000.0,4428.5,4016.0,249.85000610351562,974.0,428.54998779296875,187.97999572753906,28.350000381469727,753.5,0.04340000078082085,2091.0
2018-08-16,94.0999984741211,1018.0,1540.5,140.8800048828125,10901.0,4396.0,4035.0,248.8000030517578,978.7999877929688,422.29998779296875,191.60000610351562,28.0,742.0,0.043880000710487366,2123.5
